alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,20269496,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269496&format=geojson,,,,",ak20269496,",1.7,ml,,ak,,"102km NW of Arctic Village, Alaska",0.79,44,",ak,",reviewed,1538511778450,"M 1.7 - 102km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390101519,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269496
,,00659378,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659378&format=geojson,0.619,,332.07,",nn00659378,",1.5,ml,,nn,3.0,"19km WSW of Gerlach-Empire, Nevada",0.0758,35,",nn,",reviewed,1538511750210,"M 1.5 - 19km WSW of Gerlach-Empire, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532396733,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659378
,,20269484,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269484&format=geojson,,,,",ak20269484,us1000h5vt,",3.5,ml,4.42,ak,,"114km ESE of Holy Cross, Alaska",0.75,188,",ak,us,",reviewed,1538511631214,"M 3.5 - 114km ESE of Holy Cross, Alaska",0,earthquake,",geoserve,origin,phase-data,shakemap,",-540.0,1539390588328,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269484
,,70627472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70627472&format=geojson,0.04943,,105.0,",hv70627472,",2.27,ml,,hv,53.0,"14km SE of Volcano, Hawaii",0.12,79,",hv,",reviewed,1538511449640,"M 2.3 - 14km SE of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538516199380,https://earthquake.usgs.gov/earthquakes/eventpage/hv70627472
,,20269483,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269483&format=geojson,,,,",ak20269483,",1.7,ml,,ak,,"122km NNW of Arctic Village, Alaska",0.87,44,",ak,",reviewed,1538511262229,"M 1.7 - 122km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390100177,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269483
,,37377394,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377394&format=geojson,0.04561,,86.0,",ci37377394,",1.27,ml,,ci,17.0,"2km SE of Frazier Park, CA",0.11,25,",ci,",reviewed,1538511219840,"M 1.3 - 2km SE of Frazier Park, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538516308067,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377394
,,37377386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377386&format=geojson,0.01853,,67.0,",ci37377386,",0.4,ml,,ci,14.0,"9km NE of Aguanga, CA",0.09,2,",ci,",reviewed,1538511022550,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538516476368,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377386
,,70627447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70627447&format=geojson,0.02925,,140.0,",hv70627447,",1.03,md,,hv,19.0,"22km ENE of Honaunau-Napoopoo, Hawaii",0.1,16,",hv,",reviewed,1538510658200,"M 1.0 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538517082640,https://earthquake.usgs.gov/earthquakes/eventpage/hv70627447
,,00659324,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659324&format=geojson,0.127,,155.61,",nn00659324,",1.1,ml,,nn,15.0,"27km WSW of Truckee, California",0.1668,19,",nn,",reviewed,1538509866106,"M 1.1 - 27km WSW of Truckee, California",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532348372,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659324
,,20269482,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269482&format=geojson,,,,",ak20269482,us1000h5xs,",2.7,ml,,ak,,"123km W of Craig, Alaska",0.63,112,",ak,us,",reviewed,1538509848036,"M 2.7 - 123km W of Craig, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390099613,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269482
,,37377338,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377338&format=geojson,0.01352,,46.0,",ci37377338,",0.6,ml,,ci,30.0,"9km NE of Aguanga, CA",0.13,6,",ci,",reviewed,1538509449330,"M 0.6 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538513866538,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377338
,,37377346,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377346&format=geojson,0.07492,,220.0,",ci37377346,",1.67,ml,,ci,8.0,"12km W of Mojave, CA",0.1,43,",ci,",reviewed,1538509370020,"M 1.7 Quarry Blast - 12km W of Mojave, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538515129019,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377346
,,73092676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092676&format=geojson,0.09092,,112.0,",nc73092676,",1.63,md,,nc,27.0,"9km SSW of Tres Pinos, CA",0.08,41,",nc,",reviewed,1538509342440,"M 1.6 - 9km SSW of Tres Pinos, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538525882632,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092676
,,73092671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092671&format=geojson,0.002401,,80.0,",nc73092671,",1.69,md,,nc,35.0,"10km NW of The Geysers, CA",0.04,44,",nc,",reviewed,1538509233480,"M 1.7 - 10km NW of The Geysers, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538524625145,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092671
,,00659377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659377&format=geojson,0.608,,331.69,",nn00659377,",1.3,ml,,nn,3.0,"26km W of Gerlach-Empire, Nevada",0.1753,26,",nn,",reviewed,1538508895090,"M 1.3 - 26km W of Gerlach-Empire, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532395303,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659377
,,00659322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659322&format=geojson,0.355,,105.35,",nn00659322,",1.1,ml,,nn,14.0,"38km SSW of Caliente, Nevada",0.1123,19,",nn,",reviewed,1538508836087,"M 1.1 - 38km SSW of Caliente, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532346136,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659322
,,00659368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659368&format=geojson,0.546,,333.4,",nn00659368,",0.2,ml,,nn,4.0,"17km SSE of Goldfield, Nevada",0.0999,1,",nn,",reviewed,1538508475113,"M 0.2 - 17km SSE of Goldfield, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532389253,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659368
,,00659318,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659318&format=geojson,0.498,,199.67,",nn00659318,",2.0,ml,,nn,11.0,"29km W of Gerlach-Empire, Nevada",0.1429,62,",nn,",reviewed,1538508386646,"M 2.0 - 29km W of Gerlach-Empire, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532344368,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659318
,,71109659,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71109659&format=geojson,0.02398,,86.0,",nc71109659,",1.51,md,,nc,13.0,"8km E of Chualar, CA",0.17,35,",nc,",reviewed,1538508198030,"M 1.5 Quarry Blast - 8km E of Chualar, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538521859402,https://earthquake.usgs.gov/earthquakes/eventpage/nc71109659
,,73092666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092666&format=geojson,0.02694,,60.0,",nc73092666,",1.35,md,,nc,17.0,"8km E of Chualar, CA",0.09,28,",nc,",reviewed,1538508190830,"M 1.4 Quarry Blast - 8km E of Chualar, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538521678239,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092666
,,1000h5ud,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h5ud&format=geojson,3.343,,114.0,",us1000h5ud,",4.8,mb,,us,,"286km N of Ndoi Island, Fiji",0.93,354,",us,",reviewed,1538508159210,"M 4.8 - 286km N of Ndoi Island, Fiji",0,earthquake,",geoserve,origin,phase-data,",-720.0,1538575217040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h5ud
,,00659367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659367&format=geojson,0.696,,334.34,",nn00659367,",1.5,ml,,nn,3.0,"17km WNW of Gerlach-Empire, Nevada",0.2148,35,",nn,",reviewed,1538507972343,"M 1.5 - 17km WNW of Gerlach-Empire, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532387671,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659367
,,00659313,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659313&format=geojson,0.139,,161.36,",nn00659313,",1.4,ml,,nn,8.0,"77km NNE of Tonopah, Nevada",0.2895,30,",nn,",reviewed,1538507779061,"M 1.4 Explosion - 77km NNE of Tonopah, Nevada",0,explosion,",geoserve,origin,phase-data,",-480.0,1538532342658,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659313
,,20279955,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20279955&format=geojson,,,,",ak20279955,",1.1,ml,,ak,,"96km WNW of Cantwell, Alaska",0.78,19,",ak,",reviewed,1538507585096,"M 1.1 - 96km WNW of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390099039,https://earthquake.usgs.gov/earthquakes/eventpage/ak20279955
,2.2,00659308,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659308&format=geojson,0.488,1.0,84.75,",nn00659308,",2.6,ml,,nn,19.0,"30km W of Gerlach-Empire, Nevada",0.2293,104,",nn,",reviewed,1538507584888,"M 2.6 - 30km W of Gerlach-Empire, Nevada",0,earthquake,",dyfi,geoserve,origin,phase-data,",-480.0,1538532341238,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659308
,,20269481,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269481&format=geojson,,,,",ak20269481,",1.3,ml,,ak,,"31km NNW of Whittier, Alaska",0.51,26,",ak,",reviewed,1538507157259,"M 1.3 - 31km NNW of Whittier, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390098508,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269481
,,37377274,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377274&format=geojson,0.1269,,59.0,",ci37377274,",1.29,ml,,ci,17.0,"6km S of Mojave, CA",0.17,26,",ci,",reviewed,1538507140740,"M 1.3 Quarry Blast - 6km S of Mojave, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538523128790,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377274
,,37377250,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377250&format=geojson,0.02014,,74.0,",nn00659301,ci37377250,",2.22,ml,,ci,13.0,"21km SW of Primm, NV",0.13,76,",nn,ci,",reviewed,1538506812100,"M 2.2 Quarry Blast - 21km SW of Primm, NV",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538532338670,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377250
,,73092646,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092646&format=geojson,0.01212,,101.0,",nc73092646,",0.36,md,,nc,15.0,"12km E of Mammoth Lakes, CA",0.1,2,",nc,",reviewed,1538506441490,"M 0.4 - 12km E of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538512922671,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092646
,2.0,00659292,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659292&format=geojson,0.508,1.0,200.63,",nn00659292,us1000h5tu,",2.6,ml,,nn,12.0,"28km W of Gerlach-Empire, Nevada",0.1332,104,",nn,us,",reviewed,1538506312585,"M 2.6 - 28km W of Gerlach-Empire, Nevada",0,earthquake,",dyfi,geoserve,origin,phase-data,",-480.0,1538575092040,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659292
,,20269475,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269475&format=geojson,,,,",ak20269475,us1000h5tm,",3.1,ml,,ak,,"158km SSE of Kotzebue, Alaska",0.73,148,",ak,us,",reviewed,1538505196626,"M 3.1 - 158km SSE of Kotzebue, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390097811,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269475
,,00659283,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659283&format=geojson,0.255,,100.12,",nn00659283,",1.7,ml,,nn,8.0,"11km W of Ely, Nevada",0.4087,44,",nn,",reviewed,1538504762865,"M 1.7 Explosion - 11km W of Ely, Nevada",0,explosion,",geoserve,origin,phase-data,",-480.0,1538532328880,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659283
,,20269469,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269469&format=geojson,,,,",ak20269469,",1.5,ml,,ak,,"18km W of Anchorage, Alaska",0.62,35,",ak,",reviewed,1538504360467,"M 1.5 - 18km W of Anchorage, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390097208,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269469
,,20269468,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269468&format=geojson,,,,",ak20269468,",2.0,ml,,ak,,"78km SSW of Kaktovik, Alaska",0.55,62,",ak,",reviewed,1538504259115,"M 2.0 - 78km SSW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390096635,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269468
,,80312064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80312064&format=geojson,0.309,,201.0,",mb80312064,",1.12,ml,,mb,7.0,"0km W of Manhattan, Montana",0.07,19,",mb,",reviewed,1538503978240,"M 1.1 - 0km W of Manhattan, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538510436700,https://earthquake.usgs.gov/earthquakes/eventpage/mb80312064
,,20269457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269457&format=geojson,,,,",ak20269457,",1.6,ml,,ak,,"90km WNW of Cantwell, Alaska",0.74,39,",ak,",reviewed,1538503484417,"M 1.6 - 90km WNW of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390096068,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269457
,,20269456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269456&format=geojson,,,,",ak20269456,",1.5,ml,,ak,,"137km NE of Cape Yakataga, Alaska",0.44,35,",ak,",reviewed,1538503484078,"M 1.5 - 137km NE of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539390095431,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269456
,,37377202,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377202&format=geojson,0.005494,,43.0,",ci37377202,",0.4,ml,,ci,24.0,"10km NE of Aguanga, CA",0.11,2,",ci,",reviewed,1538503087020,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538509752970,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377202
,,73092626,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092626&format=geojson,0.07811,,285.0,",nc73092626,",0.56,md,,nc,10.0,"14km SE of Mammoth Lakes, CA",0.03,5,",nc,",reviewed,1538502680050,"M 0.6 - 14km SE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538506803062,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092626
,,1000h5sq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h5sq&format=geojson,2.858,,153.0,",us1000h5sq,",4.4,mb,,us,,"13km SE of Salina Cruz, Mexico",1.36,298,",us,",reviewed,1538502304210,"M 4.4 - 13km SE of Salina Cruz, Mexico",0,earthquake,",geoserve,origin,phase-data,",-360.0,1538574712040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h5sq
,,20269455,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269455&format=geojson,,,,",ak20269455,",1.6,ml,,ak,,"118km NNW of Arctic Village, Alaska",0.54,39,",ak,",reviewed,1538501776341,"M 1.6 - 118km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390094846,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269455
,,20279947,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20279947&format=geojson,,,,",ak20279947,",2.4,ml,,ak,,"64km ESE of Amatignak Island, Alaska",0.55,89,",ak,",reviewed,1538501701158,"M 2.4 - 64km ESE of Amatignak Island, Alaska",0,earthquake,",geoserve,origin,phase-data,",-720.0,1539390094309,https://earthquake.usgs.gov/earthquakes/eventpage/ak20279947
,,37377194,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377194&format=geojson,0.01135,,36.0,",ci37377194,",1.94,ml,,ci,46.0,"10km SW of Niland, CA",0.21,58,",ci,",reviewed,1538501143990,"M 1.9 - 10km SW of Niland, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538509561150,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377194
,,20269451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269451&format=geojson,,,,",ak20269451,",1.7,ml,,ak,,"72km NW of Yakutat, Alaska",0.66,44,",ak,",reviewed,1538501079335,"M 1.7 - 72km NW of Yakutat, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390093715,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269451
,,61790796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61790796&format=geojson,0.09718,,207.0,",av61790796,",1.08,ml,,av,13.0,"103km NNW of Larsen Bay, Alaska",0.18,18,",av,",reviewed,1538501019290,"M 1.1 - 103km NNW of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538518816800,https://earthquake.usgs.gov/earthquakes/eventpage/av61790796
,,20269447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269447&format=geojson,,,,",ak20269447,",2.2,ml,,ak,,"117km NNW of Arctic Village, Alaska",0.69,74,",ak,",reviewed,1538500777411,"M 2.2 - 117km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390093078,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269447
,,20269445,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269445&format=geojson,,,,",ak20269445,",1.7,ml,,ak,,"121km NNW of Arctic Village, Alaska",0.57,44,",ak,",reviewed,1538500638175,"M 1.7 - 121km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390092514,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269445
,,20269443,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269443&format=geojson,,,,",ak20269443,",1.8,ml,,ak,,"125km NNW of Arctic Village, Alaska",0.97,50,",ak,",reviewed,1538500551990,"M 1.8 - 125km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390091933,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269443
,,73092621,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092621&format=geojson,0.08448,,142.0,",nc73092621,",1.24,md,,nc,17.0,"15km WSW of Toms Place, CA",0.06,24,",nc,",reviewed,1538500389210,"M 1.2 - 15km WSW of Toms Place, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538516883064,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092621
,,37377178,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377178&format=geojson,0.06524,,89.0,",ci37377178,",1.1,ml,,ci,32.0,"6km NNW of Cabazon, CA",0.11,19,",ci,",reviewed,1538499670480,"M 1.1 - 6km NNW of Cabazon, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538510415185,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377178
,,73092611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092611&format=geojson,0.01041,,86.0,",nc73092611,",1.18,md,,nc,15.0,"3km W of Cobb, CA",0.03,21,",nc,",automatic,1538499493750,"M 1.2 - 3km W of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538510283412,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092611
,,71109664,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71109664&format=geojson,0.01039,,133.0,",nc71109664,",0.95,md,,nc,13.0,"2km W of Cobb, CA",0.02,14,",nc,",reviewed,1538499471480,"M 1.0 - 2km W of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538530744203,https://earthquake.usgs.gov/earthquakes/eventpage/nc71109664
,,73092616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092616&format=geojson,0.01094,,80.0,",nc73092616,",0.31,md,,nc,17.0,"3km WNW of Cobb, CA",0.04,1,",nc,",reviewed,1538499468880,"M 0.3 - 3km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538530023850,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092616
,,20279942,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20279942&format=geojson,,,,",ak20279942,",1.9,ml,,ak,,"90km ESE of Adak, Alaska",0.48,56,",ak,",reviewed,1538499418990,"M 1.9 - 90km ESE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-720.0,1539390091426,https://earthquake.usgs.gov/earthquakes/eventpage/ak20279942
